Prediction
Neutral
Neutral
Happy
Happy
Anger
Anger
Happy
Happy
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Sad
Sad
Sad
Sad
Happy
Happy
Anger
Anger
Anger
Anger
Sad
Sad
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Anger
Sad
Sad
Sad
Anger
Anger
Anger
Anger
Anger
Happy
Happy
Happy
Anger
Anger
Anger
Anger
Anger
Sad
Sad
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Anger
Anger
Anger
Neutral
Neutral
Happy
Happy
Happy
Happy
Happy
Happy
Anger
Anger
Anger
Anger
Happy
Happy
Happy
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Happy
Happy
Happy
Happy
Happy
Anger
Anger
Sad
Sad
Sad
Sad
Sad
Sad
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Happy
Happy
Neutral
Neutral
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Sad
Anger
Anger
Sad
Sad
Sad
Sad
Sad
Sad
